recommended,geometry
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14686,51.43106],[-0.14668,51.43108]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14668,51.43108],[-0.14643,51.43121]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14927,51.42983],[-0.14913,51.42977]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.21354,51.57443],[-0.21004,51.57137]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.21004,51.57137],[-0.20948,51.57085]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23671,51.57455],[-0.23722,51.5751]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23722,51.5751],[-0.23729,51.57517]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23729,51.57517],[-0.2376,51.57552]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2376,51.57552],[-0.23792,51.57587]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23656,51.5746],[-0.23567,51.57376]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.24119,51.40253],[-0.24153,51.40154]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.24293,51.61587],[-0.24164,51.61405]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25573,51.39415],[-0.25951,51.39317]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.01326,51.51122],[-0.01298,51.5112]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.01298,51.5112],[-0.01247,51.51123]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13986,51.54051],[-0.13946,51.5407]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17498,51.54314],[-0.17498,51.54344]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17467,51.54328],[-0.17446,51.54314]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.19289,51.53212],[-0.19311,51.53187]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14904,51.54292],[-0.14921,51.54295]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1655,51.55406],[-0.16499,51.55418]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14227,51.49651],[-0.1429,51.49654]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06594,51.4649],[-0.06619,51.46502]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06749,51.47394],[-0.06759,51.47394]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06759,51.47394],[-0.06792,51.47392]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06792,51.47392],[-0.06829,51.47388]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0613,51.47398],[-0.06304,51.47398]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06304,51.47398],[-0.06382,51.47395]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07745,51.47424],[-0.07678,51.47427]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07678,51.47427],[-0.07602,51.47431]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09607,51.50294],[-0.09576,51.50352]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09576,51.50353],[-0.09572,51.5039]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09806,51.49193],[-0.09749,51.491]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09749,51.491],[-0.09701,51.49033]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09701,51.49033],[-0.09685,51.4901]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08231,51.48517],[-0.08424,51.48453]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08424,51.48453],[-0.08459,51.4844]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08459,51.4844],[-0.08481,51.48432]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08481,51.48432],[-0.08564,51.48403]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07747,51.5024],[-0.07751,51.50233]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07715,51.50277],[-0.07747,51.5024]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09564,51.50492],[-0.09481,51.50484]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09481,51.50484],[-0.09395,51.50477]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09564,51.50492],[-0.09553,51.50532]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24024,51.40368],[-0.24064,51.4034]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24064,51.4034],[-0.24074,51.40325]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19722,51.56293],[-0.19707,51.56332]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19707,51.56332],[-0.19695,51.56368]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19695,51.56368],[-0.1969,51.56381]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1969,51.56381],[-0.1965,51.56473]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1965,51.56473],[-0.19594,51.5659]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19594,51.5659],[-0.19523,51.56728]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19523,51.56728],[-0.19505,51.56761]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19505,51.56761],[-0.19478,51.56844]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19478,51.56844],[-0.19487,51.56892]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19487,51.56892],[-0.19496,51.56932]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19496,51.56932],[-0.195,51.56946]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.195,51.56946],[-0.19522,51.57051]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19522,51.57051],[-0.19527,51.57079]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2626,51.52228],[-0.26206,51.52264]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26351,51.52146],[-0.2631,51.52187]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2631,51.52187],[-0.2626,51.52228]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25595,51.56163],[-0.25581,51.56135]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25652,51.56111],[-0.25673,51.56135]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25673,51.56135],[-0.25677,51.56138]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22387,51.56456],[-0.2259,51.56613]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22162,51.58974],[-0.22176,51.58976]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.32643,51.57879],[-0.32566,51.57892]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.32866,51.58034],[-0.32857,51.58028]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2047,51.53463],[-0.20507,51.53529]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20507,51.53529],[-0.20538,51.53582]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20538,51.53582],[-0.20541,51.53587]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20541,51.53587],[-0.2057,51.53624]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2057,51.53624],[-0.20588,51.53643]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20588,51.53643],[-0.20609,51.53667]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20609,51.53667],[-0.20624,51.53684]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20624,51.53684],[-0.20641,51.53704]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20641,51.53704],[-0.20681,51.53754]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20681,51.53754],[-0.2069,51.53765]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2069,51.53765],[-0.20695,51.53771]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20695,51.53771],[-0.20709,51.53788]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20709,51.53788],[-0.20742,51.53827]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20742,51.53827],[-0.20744,51.53829]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20744,51.53829],[-0.20755,51.53842]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20755,51.53842],[-0.20883,51.53993]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.20883,51.53993],[-0.20907,51.54017]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22582,51.54242],[-0.22586,51.54218]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22153,51.54583],[-0.22134,51.54628]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22134,51.54628],[-0.2213,51.54638]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2213,51.54638],[-0.22125,51.54653]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22125,51.54653],[-0.22116,51.54675]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22116,51.54675],[-0.2211,51.5469]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22586,51.54218],[-0.22589,51.54187]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19401,51.53847],[-0.19405,51.5385]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19405,51.5385],[-0.1946,51.539]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1946,51.539],[-0.19514,51.53947]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19514,51.53947],[-0.19543,51.53972]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.29087,51.59962],[-0.29291,51.59934]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25852,51.59297],[-0.25893,51.59334]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25893,51.59334],[-0.25924,51.59363]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25924,51.59363],[-0.25958,51.59393]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25958,51.59393],[-0.26009,51.59439]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2606,51.59485],[-0.26009,51.5944]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07705,51.50299],[-0.07715,51.50277]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.07724,51.5028],[-0.07715,51.50277]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2343,51.49283],[-0.23495,51.49288]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.23461,51.49445],[-0.23472,51.49389]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.23472,51.49389],[-0.23486,51.49322]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.23486,51.49322],[-0.23495,51.49288]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.0956,51.5023],[-0.09524,51.50224]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09524,51.50224],[-0.09499,51.50217]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.27868,51.53952],[-0.27855,51.53959]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.27855,51.53959],[-0.27617,51.54164]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.27617,51.54164],[-0.27539,51.54265]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.27471,51.54301],[-0.27597,51.54157]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.26107,51.55175],[-0.26088,51.55185]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.26088,51.55185],[-0.25973,51.55215]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25621,51.56084],[-0.25652,51.56111]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.23837,51.56959],[-0.24063,51.56884]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.24063,51.56884],[-0.24216,51.56815]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.24216,51.56815],[-0.24522,51.56704]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.24522,51.56704],[-0.24825,51.56605]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.24825,51.56605],[-0.24942,51.56553]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.24942,51.56553],[-0.25111,51.56424]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25111,51.56424],[-0.25155,51.56364]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25155,51.56364],[-0.25195,51.56291]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25195,51.56291],[-0.25249,51.56185]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25249,51.56185],[-0.2526,51.56158]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.0591,51.5266],[-0.05952,51.52572]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05485,51.52425],[-0.05485,51.52399]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05485,51.52399],[-0.05495,51.52296]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05495,51.52296],[-0.0551,51.52266]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0551,51.52266],[-0.05533,51.52227]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05533,51.52227],[-0.05557,51.52191]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05557,51.52191],[-0.05616,51.521]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05616,51.521],[-0.05618,51.52096]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05618,51.52096],[-0.05641,51.52064]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05641,51.52063],[-0.05645,51.52056]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05486,51.52443],[-0.05485,51.52425]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.21144,51.49507],[-0.21126,51.49514]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.21126,51.49514],[-0.2101,51.49565]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2101,51.49565],[-0.20944,51.49582]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.20944,51.49582],[-0.20888,51.49591]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.20888,51.49591],[-0.20849,51.49598]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22095,51.56196],[-0.22133,51.56234]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22133,51.56234],[-0.22224,51.56315]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.20623,51.41269],[-0.2061,51.41275]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22224,51.56316],[-0.22226,51.56317]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19176,51.4033],[-0.19182,51.40338]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19168,51.40361],[-0.19169,51.4041]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19169,51.4041],[-0.19165,51.40419]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.19178,51.40363],[-0.19275,51.40392]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19598,51.40167],[-0.1955,51.40168]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26052,51.39641],[-0.26112,51.39664]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.26223,51.39729],[-0.26257,51.39752]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25856,51.39907],[-0.25841,51.39904]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25841,51.39904],[-0.25793,51.39894]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25793,51.39894],[-0.25682,51.3987]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25682,51.3987],[-0.25681,51.39869]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25681,51.39869],[-0.25651,51.39863]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25299,51.39043],[-0.25302,51.39021]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2662,51.39454],[-0.26632,51.39484]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26632,51.39484],[-0.26649,51.39533]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26649,51.39533],[-0.26662,51.39577]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26662,51.39577],[-0.26674,51.39604]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26674,51.39604],[-0.26734,51.39768]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26734,51.39768],[-0.26743,51.39797]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22131,51.53679],[-0.22083,51.53623]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22083,51.53623],[-0.22038,51.53569]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22038,51.53569],[-0.22004,51.53527]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.22004,51.53527],[-0.21987,51.53511]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21987,51.53511],[-0.21956,51.53477]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21956,51.53477],[-0.21953,51.53474]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2331,51.53417],[-0.23316,51.53412]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.23316,51.53412],[-0.23356,51.53376]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.23356,51.53375],[-0.23379,51.53342]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21676,51.53099],[-0.21587,51.52979]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21587,51.52979],[-0.21591,51.52959]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21885,51.53386],[-0.21865,51.53359]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26065,51.53415],[-0.26034,51.53432]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26755,51.52772],[-0.26782,51.52824]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.28658,51.42013],[-0.28639,51.42016]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19991,51.65302],[-0.19927,51.65279]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.18831,51.64711],[-0.18816,51.64706]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05255,51.49103],[-0.0529,51.49096]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0529,51.49096],[-0.05349,51.49081]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05349,51.49081],[-0.05425,51.49063]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05425,51.49063],[-0.0546,51.4905]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0546,51.4905],[-0.05483,51.49041]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05483,51.49041],[-0.05502,51.49031]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05545,51.49004],[-0.05548,51.49002]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05548,51.49002],[-0.05663,51.48941]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05663,51.48941],[-0.05679,51.48932]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05679,51.48932],[-0.05745,51.48886]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05745,51.48886],[-0.05762,51.48873]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07383,51.49832],[-0.07385,51.49821]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07385,51.49821],[-0.07388,51.49808]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.07318,51.49804],[-0.07242,51.4981]]}"
